text,primary_emotion,secondary_emotion
I want to build innovative solutions using Blockchain while solving assignments.,Curious,
I want to improve my knowledge in Python before exams.,Curious,
I understand Computer Vision very well while studying late at night.,Confident,
I hate working on GitHub during online classes.,Frustrated,
I wish Chemistry was more interesting while attending lectures.,Bored,
I feel lazy whenever I open Compiler Design while preparing notes yet i lose confidence every time i study compiler design while preparing notes.,Bored,Frustrated
I built a complete application using AWS while debugging.,Confident,
I want to learn real-world applications of Algorithms while preparing for interviews.,Curious,
I can debug Linux programs easily while building projects.,Confident,
I solved all the problems in Digital Electronics while completing homework however i am interested in advanced digital electronics concepts while completing homework.,Confident,Curious
I built a complete application using Azure while reading textbooks.,Confident,
I always get confused between similar topics in Deep Learning while practicing coding.,Confused,
I always get confused between similar topics in Linear Algebra while writing code.,Confused,
I cannot stay focused during Mathematics while practicing coding.,Bored,
I can complete Java tasks without help while preparing for interviews because i spent hours studying java but still failed while preparing for interviews.,Confident,Frustrated
I keep getting errors while learning Statistics while writing code.,Frustrated,
I can teach MongoDB to my friends while preparing notes.,Confident,
I feel comfortable learning Kubernetes while completing homework.,Confident,
I want to understand every concept of Java while preparing notes.,Curious,
I feel completely lost while studying IoT while building projects.,Confused,
I feel sleepy while studying Android Development while reading textbooks.,Bored,
I cannot differentiate the concepts in GitHub while solving previous papers at the same time i worked very hard but still don't understand github while solving previous papers.,Confused,Frustrated
I cannot understand the examples of Blockchain before exams.,Confused,
I keep getting distracted during HTML while completing homework.,Bored,
I lose confidence every time I study DBMS while attending lectures.,Frustrated,
I cannot concentrate while learning Android Development while debugging.,Bored,
I want to learn real-world applications of Compiler Design while preparing notes.,Curious,
I can debug Java programs easily while reading textbooks.,Confident,
I don't understand why my solution is wrong in Statistics while preparing for interviews.,Confused,
I want to explore research in SQL while preparing for interviews.,Curious,
