text,Bored,Confident,Confused,Curious,Frustrated
I want to participate in competitions related to Machine Learning while studying late at night but i believe i have mastered machine learning while studying late at night.,0,1,0,1,0
I enjoy exploring new ideas in Machine Learning during lab sessions but i feel exhausted attending machine learning lectures during lab sessions.,1,0,0,1,0
I don't enjoy practicing Data Structures while attending lectures at the same time i feel disappointed with my performance in data structures while attending lectures.,1,0,0,0,1
I feel lazy whenever I open Docker while writing code.,1,0,0,0,0
I don't understand Linux while preparing notes.,0,0,1,0,0
I am confused about Biology while practicing coding and i keep getting errors while learning biology while practicing coding.,0,0,1,0,1
I enjoy helping others understand MySQL while solving assignments.,0,1,0,0,0
I keep getting confused whenever I study JavaScript while solving assignments.,0,0,1,0,0
I feel prepared for my DBMS exam while preparing notes.,0,1,0,0,0
I postpone studying SQL because it feels boring while building projects.,1,0,0,0,0
I cannot solve even simple problems in Compiler Design while writing code however i am confident in compiler design while writing code.,0,1,0,0,1
I can answer any question related to Chemistry before exams but i want to learn real-world applications of chemistry before exams.,0,1,0,1,0
I built a complete application using Kubernetes before exams.,0,1,0,0,0
I read the topic many times but still don't understand C during online classes.,0,0,1,0,0
I find Algorithms repetitive during online classes while i always fail in algorithms during online classes.,1,0,0,0,1
I keep asking questions because Streamlit confuses me while building projects.,0,0,1,0,0
I practice MongoDB every day during online classes however i feel like giving up on mongodb during online classes.,0,1,0,0,1
I can solve difficult Ethical Hacking questions during online classes.,0,1,0,0,0
I want to know more about MongoDB while practicing coding.,0,0,0,1,0
I want to explore research in MongoDB while solving previous papers.,0,0,0,1,0
I keep getting confused whenever I study Kubernetes while studying late at night.,0,0,1,0,0
I want to build innovative solutions using Linear Algebra while attending lectures.,0,0,0,1,0
I don't like solving Artificial Intelligence problems anymore while attending lectures.,1,0,0,0,0
I feel prepared for my NLP exam while building projects.,0,1,0,0,0
I can teach AWS to my friends during lab sessions.,0,1,0,0,0
I feel exhausted attending Statistics lectures while reading textbooks yet i cannot solve even simple problems in statistics while reading textbooks.,1,0,0,0,1
I want to become an expert in Blockchain while reading textbooks.,0,0,0,1,0
I cannot solve even simple problems in Cloud Computing while practicing coding.,0,0,0,0,1
I am not interested in JavaScript anymore while studying late at night.,1,0,0,0,0
I am stressed because of Deep Learning while solving assignments.,0,0,0,0,1
I understand Biology very well while attending lectures however i keep getting errors while learning biology while attending lectures.,0,1,0,0,1
I am confident in Deep Learning while solving previous papers.,0,1,0,0,0
I keep getting confused whenever I study CSS while writing code at the same time i want to build innovative solutions using css while writing code.,0,0,1,1,0
I can solve difficult Linear Algebra questions during lab sessions while i am exhausted after practicing linear algebra during lab sessions.,0,1,0,0,1
I feel completely lost while studying Biology while studying late at night because i spent hours studying biology but still failed while studying late at night.,0,0,1,0,1
I keep getting confused whenever I study Chemistry while preparing for interviews.,0,0,1,0,0
I built a complete application using Deep Learning while reading textbooks.,0,1,0,0,0
I don't understand Computer Networks while studying late at night.,0,0,1,0,0
I keep making the same mistakes in Cyber Security during lab sessions.,0,0,0,0,1
I enjoy helping others understand Software Engineering during online classes.,0,1,0,0,0
I am interested in advanced Deep Learning concepts while practicing coding.,0,0,0,1,0
I understand Cyber Security very well before exams.,0,1,0,0,0
I keep asking questions because Linux confuses me while solving assignments while i want to build innovative solutions using linux while solving assignments.,0,0,1,1,0
I can complete DBMS tasks without help while preparing for interviews even though i want to become an expert in dbms while preparing for interviews.,0,1,0,1,0
I don't know how to solve C++ during lab sessions.,0,0,1,0,0
I always fail in C++ while attending lectures.,0,0,0,0,1
I feel prepared for my MongoDB exam while debugging.,0,1,0,0,0
I lose my attention quickly in Physics while completing homework.,1,0,0,0,0
I am frustrated with DBMS while preparing notes but i completed my dbms assignment successfully while preparing notes.,0,1,0,0,1
I want to learn beyond my syllabus in Mathematics while studying late at night.,0,0,0,1,0
I am interested in advanced Azure concepts while preparing notes.,0,0,0,1,0
I lose interest in CSS while solving previous papers.,1,0,0,0,0
I wish AWS was more interesting while solving previous papers.,1,0,0,0,0
I lose confidence every time I study Node.js while attending lectures.,0,0,0,0,1
I am exhausted after practicing MySQL while reading textbooks.,0,0,0,0,1
I lose interest in Cloud Computing while studying late at night.,1,0,0,0,0
I cannot understand the logic behind NLP while practicing coding.,0,0,1,0,0
I scored excellent marks in Data Structures while building projects.,0,1,0,0,0
I practice Computer Architecture every day while preparing for interviews.,0,1,0,0,0
I don't know how to solve Operating Systems while writing code.,0,0,1,0,0
I am exhausted after practicing Streamlit while reading textbooks.,0,0,0,0,1
I cannot stay engaged while learning React while debugging.,1,0,0,0,0
I postpone studying DBMS because it feels boring while completing homework.,1,0,0,0,0
I keep making the same mistakes in Physics while studying late at night.,0,0,0,0,1
I completed my project using Android Development successfully while reading textbooks.,0,1,0,0,0
I don't know how to solve JavaScript while practicing coding.,0,0,1,0,0
I don't understand Calculus before exams.,0,0,1,0,0
I enjoy solving difficult problems in Android Development while debugging but i solved all coding challenges in android development while debugging.,0,1,0,1,0
I want to build projects using Linux before exams.,0,0,0,1,0
I feel sleepy while studying IoT while debugging.,1,0,0,0,0
I love reading about Blockchain while solving previous papers.,0,0,0,1,0
I want to understand every concept of C while practicing coding although i keep forgetting the concepts of c while practicing coding.,0,0,1,1,0
I don't enjoy practicing HTML while preparing for interviews.,1,0,0,0,0
I feel completely lost while studying Software Engineering during lab sessions.,0,0,1,0,0
I find MySQL repetitive while debugging.,1,0,0,0,0
I want to improve my knowledge in Cloud Computing while preparing notes.,0,0,0,1,0
I want to build innovative solutions using Android Development while preparing notes.,0,0,0,1,0
I don't feel excited about C while attending lectures.,1,0,0,0,0
I like discovering new topics in Operating Systems while solving previous papers but i don't feel motivated to study operating systems while solving previous papers.,1,0,0,1,0
I completed my project using Azure successfully while writing code even though i enjoy exploring new ideas in azure while writing code.,0,1,0,1,0
I don't know which approach to use in NLP during online classes.,0,0,1,0,0
I keep getting distracted during Computer Architecture while writing code.,1,0,0,0,0
